SNo,Project Name,Scheme Name,PI Details
2174,Spray Combustion Analysis of Novel Liquid Propellants,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Neeraj Ratnakar Kumbhakarna
2175,Hydrogen Diffusion during Deformation of Dual Phase Steel with Different Martensite Content: Novel Tensile Testing under In-situ Electrochemical Hydrogen Charging,SRG (Start-UP Research Grant) (EC Engineering Sciences),Vijayshankar Dandapani
2176,Lamin based modulation of macrophages for immunosuppression in solid tumor microenvironmen,CRG (Core Research Grant) (Interdisciplinary Biological Sciences),Prakriti Tayalia
2177,On the mechanism of nanoparticies in water disinfection: Using microfluidic devices to understand and design point of use systems,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Rajdip Bandyopadhyaya
2178,Performance-Based Design of Reinforced Concrete Columns Subject to Blast Loads,"CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Manish Kumar
2179,"Assessment, Propagation and Quantification of Uncertainty for Seismic Vulnerability Analysis of Deteriorating Highway Bridges","CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Jayadipta Ghosh
2180,Development of a microfluidic device to study Cancer-Associated Fibroblast (CAF) ? Breast cancer tumor interactions in 3D,CRG (Core Research Grant) (PAC Chemical and Environmental Engineering),Venkata Ramana Gundabala
2181,Indigenous development of machine learning enabled ultrasonic guided wave based low-cost wireless structural health monitoring system,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Siddharth Tallur
2182,Lung mucus films driven by cilia and air-flow: blockage and dry-out dynamics,SRG (Start-UP Research Grant) (EC Engineering Sciences),Jason Ryan Picardo
2183,Exploring the mechanisms of ubiquitination of Pneumococcal surface protein C (PspC) and its role in triggering anti-pneumococcal host response,CRG (Core Research Grant) (Biomedical and Health Sciences),Anirban Chanchal Kumar Banerjee
2184,2-D Straintronics for NEMS and energy harvesting applications,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Bhaskaran Muralidharan
2185,Auto-evaluation of Computer Science/Engineering Labs via Containers,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Kameswari Chebrolu
2186,Studying nucleon structure through high energy scattering processes,MATRICS - MATRICS Expert Committee,Asmita Mukherjee
2187,Heat conduction in objective structures,MATRICS - MATRICS Expert Committee,Amit Singh
2188,A Randomized Control Trial (RCT) of Effect of Contractual Design Changes on Weather Insurance Adoption,MATRICS - MATRICS Expert Committee,Sarthak Gaurav
2189,Design and Analysis of an Open Thermochemical Energy Storage System for Low Temperature Space Heating Applications,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Sandip Kumar Saha
2190,Single and many particle electronic properties of moire graphene,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Hridis Kumar Pal
2191,Role of Lattice Dynamics in High-Harmonic Generation from Solids,MATRICS - MATRICS Expert Committee,Gopal Dixit
2192,Development of water-stable and electrochemically stable Na- transition metal oxides as environment/health-friendly and high-performance cathode materials for Na-ion batteries,"CRG (Core Research Grant) (PAC Materials, Mining and Minerals Engineering)",Amartya Mukhopadhyay
2193,Development and Application of Solid-Solid Phase Change Material for Thermal Management of Electronics using Heat Pipe assisted Honeycomb Structure,EEQ (Empowerment and Equity Opportunities) for Excellence in Science (Task Force Committee) (SC),Sandip Kumar Saha
2194,Leveraging Edge Resources for Service Hosting,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Sharayu Moharir
2195,Effects of complex environments and interactions in collective properties of active particles,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Raghunath Chelakkot
2196,Density functional theory driven discovery of ternary metal chalcogenides with ultra-low thermal conductivity,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Ankit Jain
2197,Search for novel spin liquid phases in low-dimensional quantum magnets: experiment and theory,CRG (Core Research Grant),Avinash Vithal Mahajan
2198,Liquid-liquid phase separation of α-Synuclein leading to amyloid fibril formation: Implications in Parkinson's disease pathology,SUPRA (Scientific and Useful Profound Research advancement),Samir Kumar Maji
2199,"Developing Efficient Routes for Synthesis of Bacterial Nonulosonic Acids and Related Oliogosaccharides Towards Pathogen Detection, Inhibition and Vaccine Development",SUPRA (Scientific and Useful Profound Research advancement),Suvarn Subhash Kulkarni
2200,"Crustal architecture and mechanism of rifting along the western continental margin of India, and their implications on flank uplift topography evolution and tectono-magmatic history: Constraints from multi-scale potential field modeling, geochemical and geochronological data",CRG (Core Research Grant) (PAC Earth & Atmospheric Sciences),M Radhakrishna
2201,Sustainable Technology for Smart Off-Grid Renewable Energy Transformation and Electrochemical Storage Management,IRHPA (Intensification of Research in High Priority Areas),Sagar Mitra
2202,Electron rich 2-cyanophenole derivatives as effective directing template for diverse remote meta-selective C- H bond functionalization,SERB-TETRA (Technology Translation Award) (Chemical Sciences),Debabrata Maiti
2203,Method Apparatus for dynamic amplification of motion with frictionless precision guidance,SERB-TETRA (Technology Translation Award) (Engineering Sciences),Prasanna Subhash Gandhi
2204,Solar-driven phonon transport in isolated hard-carbon nanostructures : From light-mills to solar-driven space heating,SwarnaJayanti Fellowship,Subramaniam Chandramouli
2205,Invoking classical metallurgical principles to lead to the development of next-generation alkali metal-ion batteries,SwarnaJayanti Fellowship,Amartya Mukhopadhyay
2206,Development of a time-dependent nanoscale device simulation platform,MATRICS - MATRICS Expert Committee,Bhaskaran Muralidharan
2207,Machine Learning approach for wave-function based Quantum chemistry: A Natural Orbital representation,MATRICS - MATRICS Expert Committee,Achintya Kumar Dutta
2208,Arithmeticity and Thinness of Hypergeometric Groups,MATRICS - MATRICS Expert Committee,Sandip Singh
2209,Operator theory on the bidisc and the symmetrized bidisc,MATRICS - MATRICS Expert Committee,Bata Krishna Das
2210,"Teachers Associateship for Research Excellence (TARE) to Dr. Kanchan Shridhar Chitnis Ramnarain Ruia Autonomous College, Mumbai, under mentorship of Dr. Abhijit Majumdar IIT Bombay",TARE (Teachers Associateship For Research Excellence) (Health Sciences),Abhijit Majumder
2211,Social distancing via social scheduling,MATRICS - MATRICS Expert Committee,Swaprava Nath
2212,Sequential Learning with Weak Feedback: Theory and Applications,MATRICS - MATRICS Expert Committee,Manjesh Kumar Siddappa Hanawal
2213,Information Retrieval via Knowledge Graphs developed for Aircraft Accidents Database and Aircraft Manuals,IMPRINT-2,Pushpak Paramesh Chandra Bhattacharyya
2214,"Sustainable developments in the local land and food systems: technological, economic and environmental aspects",Indo-Canadian,Tabish Nawaz
2215,"Development of Economically Scalable Process to manufacture Graphene of a few layers, Dispersions in different Polymers & Study of the Properties of these compounds for different applications",-,Arup Ranjan Bhattacharyya
2216,Catalytic Conversion of a Remote Aromatic C-H Bond into a C-CN Bond: A Facile Route to Synthesis of 14C-Labeled Agrochemicals,-,Debabrata Maiti
2217,"Investigations into the mechanisms of deformation in medium Mn steel, which will lead to the development of a microstructure informed model for deformation",-,Prita Pant
2218,Electro-dermal activity analysis using TI AFE4500,TI Scholarship and Internship,Maryam Shojaei Baghini
2219,Machine Learning Methods for Test Data Analysis to Drive Low Power Test,TI Scholarship and Internship,Maryam Shojaei Baghini
2220,Memorandum of Understanding with Texas Instruments for M Tech Project Sponsorship,TI Scholarship and Internship,Vikram Manohar Gadre
2221,Coatings on HEPA filter for air purifier,-,Sanjeeva Srivastava
2222,NCM Workshop on Intersection Theory at IIT Bombay,-,Sudarshan Rajendra Gurjar
2223,Design and development of underwater Remotely Operated Vehicle (ROV) for inspection and surveillance,IMPRINT-2,Leena Vachhani
2224,2022 Verisk AI Faculty Research Awards,2022 Verisk AI Faculty Research Awards,Pushpak Paramesh Chandra Bhattacharyya
2225,"Research and Development Project for using inert, debris and soil generated from the landfill mining process in reclamation of stone quarries",,Devendra Narain Singh
2226,M.Sc. Biotechnology,-,"Head, Biosciences and Bioengineering"
2227,"Design, Development and Delivery of a Direct Split Hopkinson Tensile Bar for testing various armour materials",CARS (Contract for Acquisition of Research Services),Krishna Nagasai Jonnalagadda
2228,Attentional mechanism underlying intrinsic and extrinsic emotional stimuli An eye-tracker study,WISE KIRAN for CSRI (Cognitive Science Research Initiative),Rashmi Gupta
2229,Value-added Analysis of Histological Images using Artificial Intelligence,International Coooperation - Indo-Russian DST-RSF,Amit Sethi
2230,Two Week virtual training program on Basics and Advanced Proteomic Approaches from 18 to 29 July 2022,National Programme for Training of Scientists and Technologists Working in Government Sector,Sanjeeva Srivastava
2231,Cryogel mediated modulation of dendritic cells for cancer immunotherapy,-,Prakriti Tayalia
2232,Skin friction measurement in hypersonic flows,-,Viren I. Menezes
2233,Self-immolative polymer backbones derived from dialdehydes and degrading spacer units for transient electronics,-,Nandita Madhavan
2234,Development of whole field experimental technique for the coupled flow and heat transfer measurements in cryogenic two phase systems,-,Atul Srivastava
2235,A machine learning approach to estimate atomic and molecular properties accurately for space applications,-,Achintya Kumar Dutta
2236,Microstructure Property Correlation of Precipitation Hardenable Stainless Steels used in liquid propulsion applications,-,Indradev Samajdar
2237,Serpenoid robots for unmanned exploration of Moon and Mars,-,Harish Kumar Pillai
2238,Cyber Security Framework for Emergency management systems Projects in India,-,Manjesh Kumar Hanawal
2239,Characterization and Discrete Fracture Network Modeling (DFN) of Coal fractures: Implications on permeability 'sweet spotting',REACHOUT (Research Education and Training Outreach),Santanu Banerjee
2240,Developing a facile electrocatalytic CO2 to CO conversion technology,Scheme for Promotion of Research and Development in Iron and Steel Sector,Arnab Dutta
2241,Designing a sustainable low-energy consuming and modular CO2 capture and mineralization technology,Scheme for Promotion of Research and Development in Iron and Steel Sector,Arnab Dutta
2242,"A Chiral Pool Approach towards the Syntheses of Amphilectolide, Cephanolide, Morphine, Quinine, Reserpine and Strychnine",CRG (Core Research Grant) (PAC Organic Chemistry),Krishna Pillai Kaliappan
2243,Probabilistic Neural Networks using Emerging Memories,-,Udayan Kamal Ganguly
2244,Biosensing Application of Graphene Quantum Dots,-,Rohit Srivastava
2245,Exploration: New Opportunities in Indo-German Academic Cooperation,Indo-German Academic Cooperation,N C Narayanan
2246,Extreme Events Tracker at District Level,-,Satish B Agnihotri
2247,Development of New Thermal Barriers for Hypersonic Flight,DIA-RCOE (DRDO Industry Academia - Raman Center of Excellence),Ashutosh Suresh Gandhi
2248,Developing a Web GIS-Based Flood Warning System,GISE (Geo-Information Science & Engineering) Hub,Basudev Biswal
2249,Driver Warning System for Hazardous Driving Zones using GPS data,GISE (Geo-Information Science & Engineering) Hub,Tom V. Mathew
2250,Representations of p-adic groups,National Centre for Mathematics,Ravi Raghunathan
2251,Integrated monitoring system for offshore assets: A Pilot-scale physical oceanographic measurements off Western offshore region ofIndia.(RELATED TO PROJECT RD/0120-PSUCE19-001),COE-OGE,Shireesh B Kedare
2252,Development of a minimally intrusive passive assistive device (MIHELP) for giving mobility assistance to elderly people,-,Anirban Guha
2253,Bioactive GelMA-chtiosan wound dressings for diabetic wound healing,-,Shamik Rabindranath Sen
2254,Design and development of draft animal powered (DAP) hybrid traction device,-,Satish B Agnihotri
2255,Suitability assessment of natural treatment systems across India using GIS ( Related to project RD/0121-DST0000-011),GISE (Geo-Information Science & Engineering) Hub,Pradip Pandurang Kalbar
